poliza;sexo;sri;gdi;sin;ant_comp;ant_perm;edad;ant_veh
1435085;M;Urbana;NO;0;2;15;56;2012
1435075;M;Urbana;NO;2;3;8;45;2011
1435071;F;Urbana;NO;1;1;6;34;2005
1434344;F;No Urbana;NO;4;3;1;43;2011
1434127;M;No Urbana;NO;3;2;1;53;2015
1433362;M;Urbana;NO;1;4;3;49;2006
1433359;M;Urbana;NO;2;0;11;39;2011
1433358;M;No Urbana;NO;1;3;8;39;2015
1434802;M;No Urbana;NO;2;1;15;61;2006
1434126;M;No Urbana;NO;0;5;6;53;2013
1434625;M;No Urbana;NO;0;5;10;44;2002
80175365;F;Urbana;NO;1;5;3;50;2011
1434325;F;Urbana;NO;5;3;8;49;2012
1435127;F;No Urbana;NO;4;5;15;61;2012
1434594;M;Urbana;NO;1;1;1;50;2001
1433580;M;No Urbana;NO;5;4;15;38;2005
1435589;M;No Urbana;NO;5;1;15;0;2003
1434690;M;No Urbana;NO;1;4;9;55;1999
1435458;M;No Urbana;NO;3;5;13;45;2008
80175257;M;No Urbana;NO;5;1;13;46;2011
1433803;M;No Urbana;NO;2;4;4;45;2007
1433801;M;No Urbana;NO;3;5;1;45;2008
1434689;M;Urbana;NO;2;4;9;55;2001
1435009;M;No Urbana;NO;5;1;7;56;2015
1435369;F;No Urbana;NO;2;5;0;32;2011
80175256;F;No Urbana;NO;0;2;2;70;2011
1435945;M;Urbana;NO;3;0;2;44;2011
1435944;M;No Urbana;NO;2;4;9;44;2015
1435008;M;Urbana;NO;0;4;14;39;2006
1435007;M;Urbana;NO;2;2;13;55;2006
1435359;M;Urbana;NO;1;3;8;64;1994
1435289;M;No Urbana;NO;5;4;0;53;2011
1435329;F;No Urbana;NO;1;2;2;55;2010
1434970;M;Urbana;NO;4;3;9;36;2009
1435006;M;Urbana;NO;4;1;5;55;1997
1435005;M;Urbana;NO;5;2;2;19;2005
1433669;M;Urbana;NO;1;5;10;46;1997
1434070;F;No Urbana;NO;0;0;11;42;2005
1435282;M;No Urbana;NO;4;3;10;57;2012
1435281;M;Urbana;NO;3;5;5;58;2013
1433762;F;Urbana;NO;4;4;8;40;2010
1433760;M;No Urbana;NO;0;1;7;46;2013
1434966;M;No Urbana;NO;2;0;1;58;2008
1435003;M;No Urbana;NO;4;5;13;67;2006
1432774;M;Urbana;NO;3;2;12;57;2005
1433936;M;No Urbana;NO;5;2;11;53;2010
1435228;M;Urbana;SI;4;1;14;68;2005
1435024;M;No Urbana;NO;0;0;8;53;2005
1434491;M;No Urbana;NO;0;0;12;57;2012
1435001;M;Urbana;NO;0;2;15;75;2010
1434988;M;No Urbana;NO;5;0;0;31;2012
1435197;F;Urbana;NO;5;1;6;54;2012
1433903;M;No Urbana;NO;3;3;14;69;2011
1433902;M;No Urbana;NO;5;2;8;69;2005
1435021;M;Urbana;NO;1;0;0;55;2008
1435020;F;No Urbana;NO;1;1;4;47;2003
1434804;M;Urbana;NO;2;3;12;38;2010
1434963;M;Urbana;NO;0;4;14;33;2006
1434980;M;No Urbana;NO;0;2;4;36;2004
80175428;M;Urbana;NO;5;5;14;58;2006
1435086;M;No Urbana;NO;3;2;6;50;2006
1434958;F;Urbana;NO;2;3;11;61;2011
80175152;M;Urbana;NO;2;0;11;65;2003
80175681;F;No Urbana;NO;1;3;11;54;2012
1434772;M;Urbana;NO;1;1;7;38;2010
1434664;M;No Urbana;NO;5;0;9;58;1999
80175662;M;No Urbana;NO;1;1;3;68;2005
80175151;M;Urbana;NO;4;3;12;52;2012
1432923;M;No Urbana;NO;5;4;12;44;2011
1434644;M;No Urbana;NO;2;0;14;67;2001
80175441;M;No Urbana;NO;4;3;6;47;2006
1432920;M;No Urbana;NO;3;0;14;23;2006
1432919;M;No Urbana;NO;1;5;14;47;2011
1432615;M;Urbana;SI;4;0;5;46;2007
1432613;M;Urbana;NO;4;0;6;45;2006
1434206;M;No Urbana;NO;2;4;13;56;2011
1432953;M;Urbana;NO;4;3;2;58;2013
80175622;M;No Urbana;NO;4;3;7;43;1986
80175678;M;No Urbana;NO;2;0;8;58;2010
80175203;M;Urbana;NO;4;4;15;48;2004
1434204;M;No Urbana;NO;5;4;14;56;2013
80175657;F;Urbana;NO;0;4;3;58;2008
1432598;M;Urbana;NO;2;3;4;35;2001
80175019;M;Urbana;NO;0;4;4;32;2003
80175255;M;No Urbana;NO;2;2;6;32;1997
80174575;M;Urbana;NO;0;3;11;45;2007
1434199;M;No Urbana;NO;2;5;8;45;2005
80175560;M;Urbana;NO;2;2;12;55;1997
80175248;M;Urbana;NO;0;3;5;42;2000
1432512;M;No Urbana;NO;3;1;13;46;2015
1434799;M;Urbana;NO;3;2;3;64;2007
80174627;M;Urbana;NO;3;5;13;46;1997
1432506;M;Urbana;NO;5;1;3;60;1999
1432503;M;Urbana;NO;1;2;12;60;2005
1432873;M;Urbana;NO;1;3;8;67;2006
1432737;M;Urbana;NO;4;4;5;45;2002
80175136;F;Urbana;NO;3;5;10;59;1998
1432735;M;Urbana;NO;2;2;0;45;2008
1434301;M;Urbana;NO;4;0;6;52;2005
1433636;M;No Urbana;SI;1;5;7;59;2005
1433395;M;No Urbana;NO;0;2;8;67;2011
1433394;M;No Urbana;NO;5;3;13;67;2005
80175516;M;No Urbana;NO;2;5;4;58;2010
80175515;M;No Urbana;NO;4;3;8;58;2013
80175549;M;Urbana;NO;0;2;10;73;2000
80175649;M;Urbana;NO;3;3;14;59;2008
80175594;M;Urbana;NO;0;5;15;38;2003
80174518;M;Urbana;NO;1;1;11;64;1999
80175184;M;No Urbana;NO;1;5;9;55;2011
80174516;M;No Urbana;NO;4;5;15;72;1987
80174902;F;Urbana;NO;2;3;9;38;1988
80174894;M;Urbana;NO;0;4;13;56;2011
80175364;M;Urbana;NO;0;4;5;43;2009
1434399;M;Urbana;NO;4;1;9;60;2005
80175158;M;No Urbana;NO;4;3;11;57;2012
80175299;M;Urbana;NO;4;0;3;58;2008
1434396;M;No Urbana;NO;5;3;14;60;1999
80175499;M;No Urbana;NO;5;2;15;55;2006
80175498;F;Urbana;NO;1;4;15;47;2003
80175036;M;No Urbana;NO;0;1;9;56;2013
80175323;M;No Urbana;NO;0;1;9;43;2001
80175318;M;No Urbana;NO;2;2;3;43;2014
80174423;M;Urbana;NO;0;1;3;0;2013
1435860;M;Urbana;NO;2;0;15;57;2004
80174954;M;Urbana;NO;2;3;2;50;2001
1435816;M;Urbana;NO;0;2;9;50;2007
1435784;M;Urbana;NO;4;5;15;51;2011
1434939;M;No Urbana;NO;1;2;2;57;2005
80175497;M;Urbana;NO;2;4;7;53;2005
80175496;M;Urbana;NO;1;0;9;52;2005
1433915;M;Urbana;NO;4;4;7;66;2007
1434854;M;Urbana;NO;5;3;15;52;2008
80175005;M;No Urbana;NO;3;5;0;30;2006
80175004;M;Urbana;NO;5;5;2;30;2008
80175165;M;No Urbana;NO;5;3;12;57;2002
80175609;M;Urbana;NO;2;2;2;72;1987
80175529;M;Urbana;NO;2;3;1;58;2011
1434947;M;No Urbana;NO;0;0;2;58;2010
80175164;M;Urbana;NO;2;4;0;55;2008
80175162;M;Urbana;NO;4;5;9;55;2008
1434910;M;Urbana;NO;3;5;11;41;2002
80174503;M;No Urbana;NO;4;3;4;67;2011
80174502;M;No Urbana;NO;1;3;8;67;2005
80175472;F;Urbana;NO;3;2;13;44;2002
1433956;F;Urbana;NO;5;5;15;38;1988
80175561;M;No Urbana;NO;4;0;4;19;2005
80175038;M;No Urbana;NO;4;4;10;45;2005
80175193;F;Urbana;NO;0;2;11;40;2007
80175192;M;Urbana;NO;4;2;1;74;2006
80174960;M;Urbana;NO;4;0;5;48;2000
80175387;M;No Urbana;SI;0;2;14;37;2012
1434687;M;No Urbana;NO;1;3;15;46;1996
1434593;M;Urbana;NO;5;3;1;42;2006
1434592;M;No Urbana;NO;4;2;13;39;2006
80175056;M;No Urbana;NO;1;2;9;66;2007
1434582;M;Urbana;NO;4;0;10;55;2011
1434581;M;No Urbana;NO;1;2;7;43;2014
80175398;M;Urbana;NO;5;4;7;28;2010
1434538;M;Urbana;NO;4;2;2;46;2007
80175397;F;No Urbana;NO;2;3;3;61;2011
80174836;M;Urbana;NO;4;2;4;65;2006
80175241;M;Urbana;NO;0;1;2;43;2011
1431990;M;Urbana;SI;1;2;6;44;2005
80174809;M;Urbana;NO;0;2;7;69;1996
80175270;M;No Urbana;NO;4;2;1;38;2004
1434285;M;No Urbana;NO;0;3;9;52;2012
1434283;M;Urbana;NO;4;0;13;61;1999
80174903;M;No Urbana;NO;2;2;11;64;1988
80175211;M;Urbana;NO;5;1;0;42;2008
80175389;M;Urbana;NO;4;2;5;50;2000
80175388;M;Urbana;NO;1;0;8;72;2003
80173307;M;No Urbana;NO;1;3;5;47;2011
80174574;M;No Urbana;NO;1;0;2;45;2008
80175218;M;Urbana;NO;4;1;12;55;1999
80175204;M;No Urbana;NO;3;3;10;46;2008
80174232;M;No Urbana;NO;3;1;9;52;2005
80174189;F;Urbana;NO;2;2;12;61;2011
80173883;M;No Urbana;NO;0;3;12;39;2002
80174036;M;No Urbana;NO;5;5;2;60;2007
80174323;M;Urbana;NO;3;1;4;23;2006
80173294;F;Urbana;NO;1;1;11;47;1998
80174321;M;Urbana;NO;4;4;4;47;2011
80174110;F;Urbana;NO;5;2;13;60;2011
80174286;M;Urbana;NO;1;1;15;55;2006
80174283;M;No Urbana;NO;3;4;12;39;2002
80174259;F;No Urbana;NO;3;2;9;47;2003
80173267;M;Urbana;NO;3;1;11;62;2011
80172902;M;No Urbana;NO;1;3;2;0;2013
80172675;M;No Urbana;NO;0;2;11;68;1987
80173037;M;No Urbana;NO;1;5;8;59;2004
80173570;M;No Urbana;NO;2;2;3;58;2010
80172676;M;Urbana;NO;2;1;2;59;2005
80174044;M;Urbana;NO;4;3;3;55;2011
80173498;M;Urbana;NO;0;5;10;69;1996
80173496;M;No Urbana;NO;0;5;2;57;2012
80174111;F;No Urbana;NO;2;1;13;40;2007
80174244;M;Urbana;NO;5;5;14;53;2005
80174196;M;Urbana;NO;3;2;8;28;2010
80174157;F;No Urbana;NO;2;5;0;54;2012
80174131;M;No Urbana;NO;0;0;15;72;2003
80172183;M;Urbana;NO;3;2;10;49;1999
80174130;M;No Urbana;NO;3;1;0;37;2012
80174037;M;No Urbana;NO;3;3;3;60;2008
80174034;M;No Urbana;NO;2;4;11;60;2007
80174095;M;Urbana;NO;0;1;14;74;2006
80173793;M;Urbana;NO;2;5;1;30;2006
80173792;M;Urbana;NO;5;4;5;30;2008
80173604;M;Urbana;NO;3;0;15;64;2001
80173784;M;Urbana;NO;1;1;9;56;2011
80173277;M;No Urbana;NO;0;2;3;47;2006
80174134;M;No Urbana;NO;4;1;8;50;2010
80173999;M;No Urbana;NO;4;2;4;66;2007
80174136;M;No Urbana;NO;4;4;1;70;1994
80172506;F;No Urbana;NO;1;4;10;56;2006
80175643;F;No Urbana;NO;3;5;5;42;2008
1435161;M;Urbana;NO;1;2;0;71;2005
1433967;M;No Urbana;NO;5;0;13;57;2006
1435937;M;Urbana;NO;0;1;0;57;2006
1434342;M;No Urbana;NO;5;1;8;66;2002
80174532;F;No Urbana;NO;0;0;10;58;2007
1434569;F;Urbana;NO;3;0;13;10;2006
80175535;F;No Urbana;NO;2;4;4;61;2007
80175317;F;No Urbana;NO;5;0;8;10;2006
80174730;F;Urbana;NO;1;4;6;84;2006
80173633;F;Urbana;NO;4;0;13;84;2006
80173569;M;Urbana;NO;0;3;7;46;2007
80173109;F;No Urbana;NO;5;5;12;58;2007
80173068;F;Urbana;NO;5;5;10;30;2007
80174973;M;No Urbana;NO;4;2;2;66;2002
80173316;F;No Urbana;NO;0;2;1;61;2006
80174264;M;No Urbana;NO;2;1;12;55;2006
80172497;M;No Urbana;NO;1;4;4;54;2007
80172978;M;No Urbana;NO;0;1;10;68;2008
80172832;F;No Urbana;NO;0;5;12;10;2006
80172783;M;No Urbana;NO;2;1;7;49;2006
80173991;M;No Urbana;NO;0;0;7;66;2002
80174631;F;No Urbana;SI;5;3;0;43;2011
80173052;F;Urbana;NO;3;4;11;43;2011
80172817;M;No Urbana;NO;0;3;2;43;2012
1433475;F;No Urbana;NO;3;5;6;43;2011
1434529;M;No Urbana;NO;3;3;12;71;2012
1434175;M;No Urbana;NO;5;1;4;60;2008
1433826;M;No Urbana;NO;2;2;9;66;2012
1432083;M;No Urbana;NO;3;2;10;66;2012
80174872;M;Urbana;NO;3;2;5;60;2008
1432439;M;No Urbana;NO;1;3;8;71;2012
1431076;M;No Urbana;NO;5;3;1;71;2012
80173704;F;No Urbana;NO;1;1;15;56;2006
80173617;F;No Urbana;NO;3;0;9;66;2006
80173763;M;Urbana;NO;4;0;2;44;2005
80174083;M;No Urbana;NO;4;2;12;65;2008
80173756;M;No Urbana;NO;4;4;3;60;2008
1430689;M;Urbana;NO;5;5;9;66;2012
1436087;M;No Urbana;NO;5;4;2;47;1988
1434685;M;No Urbana;NO;3;5;1;0;1992
80175169;M;Urbana;NO;1;2;11;65;1993
1433429;F;No Urbana;NO;0;3;6;57;1997
80175210;M;No Urbana;NO;3;2;5;0;1992
80172286;M;Urbana;NO;0;1;2;64;1997
80174151;M;Urbana;NO;1;0;6;64;1997
80173998;M;Urbana;NO;5;0;13;65;1993
80172969;M;No Urbana;NO;5;3;1;55;1988
80175547;F;Urbana;NO;1;5;7;69;2000
80174203;F;No Urbana;NO;0;5;14;66;1987
80172336;F;No Urbana;NO;0;2;7;66;1987
80175082;M;Urbana;NO;0;2;12;38;1989
1434907;F;Urbana;NO;2;2;15;66;1987
80175400;F;Urbana;NO;3;2;4;66;1987
80174028;M;Urbana;NO;3;1;8;38;1989
80172398;M;Urbana;NO;3;4;3;77;1979
1434727;F;No Urbana;NO;3;3;15;55;2006
1432564;F;No Urbana;NO;1;1;7;62;2006
80175353;F;No Urbana;NO;2;1;12;55;2006
1434537;F;Urbana;NO;2;0;8;62;2006
80174239;F;No Urbana;NO;4;2;6;55;2006
80172508;F;No Urbana;NO;0;4;5;55;2006
80173656;F;Urbana;NO;0;0;1;62;2006
80173728;M;Urbana;NO;2;1;9;38;2007
1434114;F;No Urbana;NO;5;0;2;50;2005
1434634;M;No Urbana;NO;4;1;7;33;2011
1434628;M;Urbana;NO;0;1;12;50;2013
80175087;M;No Urbana;NO;0;1;2;33;2011
80175281;M;No Urbana;NO;4;3;10;50;2013
80174929;F;No Urbana;NO;5;3;3;50;2005
80174035;M;No Urbana;NO;2;5;6;33;2011
1434200;M;Urbana;NO;0;1;6;68;1999
1434730;M;Urbana;NO;0;5;1;72;2001
1434214;M;Urbana;NO;2;1;6;74;2001
80175104;M;Urbana;NO;5;2;2;68;1999
80175367;M;Urbana;NO;0;4;7;72;2001
80174351;M;Urbana;NO;3;0;2;81;2006
1434277;M;No Urbana;NO;3;2;5;81;2006
80172512;M;No Urbana;NO;4;3;3;72;2001
80174236;M;No Urbana;NO;1;4;6;45;1993
80174187;M;Urbana;NO;2;1;2;72;2001
80174020;M;No Urbana;NO;5;0;8;78;1998
80173893;M;Urbana;NO;4;1;9;74;2001
1435050;F;No Urbana;NO;3;1;14;49;2003
1434501;F;Urbana;NO;0;2;3;49;2003
1434229;F;No Urbana;NO;3;4;13;54;2001
1434220;F;Urbana;NO;5;4;9;52;2004
1434210;F;Urbana;NO;0;1;13;75;2006
1434964;M;Urbana;NO;5;1;8;61;2006
80174360;M;No Urbana;NO;5;5;9;79;2002
80175438;M;Urbana;NO;4;5;11;61;2006
1432170;F;Urbana;NO;4;5;2;54;2001
80174867;F;Urbana;NO;4;3;12;52;2006
80172652;F;Urbana;NO;0;4;2;40;2000
80172269;M;Urbana;NO;1;2;15;28;2005
80172699;F;No Urbana;NO;5;4;1;68;2002
80172418;M;No Urbana;NO;0;1;14;79;2002
1430746;F;Urbana;SI;5;1;1;54;2001
80173690;F;No Urbana;NO;0;2;15;24;1996
80173868;F;No Urbana;SI;1;2;13;52;2006
1436185;F;No Urbana;NO;3;5;0;54;2008
1434113;F;Urbana;NO;4;0;9;64;2004
80175686;F;No Urbana;NO;5;1;12;54;2008
1434020;M;Urbana;NO;2;0;5;19;2007
1434712;M;Urbana;NO;0;3;12;49;2007
80174356;F;No Urbana;NO;2;0;1;54;2008
80175279;M;No Urbana;NO;2;5;6;49;2007
80174870;F;Urbana;NO;3;5;2;64;2004
80174869;M;Urbana;NO;1;0;13;19;2007
80174233;M;Urbana;NO;1;1;4;33;2005
80173810;M;Urbana;NO;5;0;5;19;2007
80173875;F;No Urbana;NO;1;2;1;64;2004
80173530;M;No Urbana;NO;1;0;3;66;1970
80173885;F;No Urbana;NO;4;4;6;57;2006
80172345;F;Urbana;NO;2;3;12;54;2006
1434196;M;Urbana;NO;3;5;2;83;2007
1434322;F;No Urbana;NO;2;1;10;81;2006
1435002;M;Urbana;NO;4;5;11;53;1998
80175134;M;Urbana;NO;2;4;5;83;2007
1434366;F;Urbana;NO;2;4;2;60;2007
1432380;F;No Urbana;NO;3;1;8;60;2007
80175139;F;Urbana;NO;2;4;9;77;2007
80175493;M;No Urbana;NO;3;5;2;53;1998
80175176;F;No Urbana;NO;4;4;9;81;2006
80173352;F;No Urbana;NO;3;1;8;75;2006
80173365;M;Urbana;NO;3;0;8;70;2007
80173572;F;Urbana;NO;5;4;5;77;2007
80173571;F;No Urbana;NO;3;4;2;77;2001
80174012;F;No Urbana;NO;3;4;12;81;2006
80172587;M;No Urbana;NO;0;0;1;53;1998
80174315;M;No Urbana;NO;3;4;10;53;1998
80173470;M;No Urbana;NO;3;3;3;83;2007
1430879;F;No Urbana;SI;3;5;4;60;2007
1435154;M;No Urbana;NO;3;0;12;50;2006
1434873;M;Urbana;NO;0;5;5;69;2008
1434326;F;Urbana;NO;4;3;12;49;2008
1434941;F;No Urbana;NO;0;5;5;42;2008
1433818;M;Urbana;NO;5;3;8;31;2008
80175327;F;No Urbana;NO;5;0;10;42;2008
80175342;M;No Urbana;NO;2;1;2;69;2008
80175001;F;Urbana;NO;0;5;4;49;2008
80174607;M;Urbana;NO;0;0;6;52;2007
1432809;M;No Urbana;NO;2;5;0;64;2008
80175181;M;No Urbana;NO;4;5;1;50;2006
80175667;F;Urbana;NO;2;4;1;39;2006
1432043;M;Urbana;SI;1;5;11;31;2008
80174257;F;No Urbana;NO;2;5;13;42;2008
1430501;M;No Urbana;NO;3;5;7;31;2008
80173573;F;No Urbana;NO;2;5;13;44;2008
80173479;M;No Urbana;NO;1;5;4;52;2007
80173935;F;Urbana;NO;1;2;9;49;2008
80172408;F;No Urbana;NO;1;5;5;60;2008
80172588;F;No Urbana;NO;4;2;8;42;2008
80172263;M;Urbana;NO;2;0;11;69;2008
80174045;M;Urbana;NO;1;1;5;50;2006
80174161;M;Urbana;NO;5;3;13;69;2008
80173629;F;Urbana;NO;3;1;0;45;2006
80175564;F;Urbana;NO;1;0;8;45;1998
80173542;M;No Urbana;NO;4;0;4;66;1992
1434742;F;No Urbana;NO;3;0;8;60;1998
80173188;M;No Urbana;NO;4;5;15;83;2001
80173348;M;No Urbana;NO;1;4;8;75;2007
1433481;M;Urbana;NO;0;5;1;51;2013
80172682;M;Urbana;NO;4;3;8;38;2017
1433479;M;No Urbana;NO;1;0;1;51;2008
80172503;F;No Urbana;NO;1;5;11;56;2008
80172770;F;Urbana;NO;1;4;13;69;1999
80172758;M;No Urbana;NO;0;1;14;56;1997
80172581;F;Urbana;NO;0;1;0;56;2006
80172524;M;No Urbana;NO;4;3;5;39;2008
80174442;M;Urbana;NO;2;4;9;51;2013
80173255;M;No Urbana;NO;4;5;5;0;2001
80173653;F;No Urbana;NO;2;0;12;29;2009
80174447;M;Urbana;NO;2;0;6;83;2001
80174444;M;Urbana;NO;3;2;14;51;2008
80173186;M;Urbana;NO;0;0;0;51;2013
80173912;F;No Urbana;NO;3;0;1;82;2004
80173183;M;No Urbana;NO;4;1;10;51;2008
80172404;F;Urbana;NO;1;5;8;51;2009
1435778;M;Urbana;NO;2;3;14;81;2005
1433663;M;No Urbana;NO;3;2;0;51;2011
1435762;F;Urbana;NO;2;2;12;66;2008
1435719;M;Urbana;NO;2;0;3;49;2009
1435688;M;No Urbana;NO;4;5;13;0;2001
1434060;M;Urbana;NO;1;5;3;72;2008
1434059;M;No Urbana;NO;0;1;1;72;2006
1433719;F;Urbana;NO;1;0;4;66;2008
1435272;F;No Urbana;NO;3;2;1;70;2010
1433672;M;Urbana;NO;3;3;14;0;2001
1435269;F;Urbana;NO;2;2;7;82;2000
1436249;M;No Urbana;NO;5;4;2;72;2006
1435155;M;Urbana;NO;1;5;15;50;2001
1435568;M;Urbana;NO;4;2;14;62;2002
1436146;M;No Urbana;NO;4;4;15;69;2008
1435166;F;Urbana;NO;3;1;11;68;2006
1434564;M;No Urbana;NO;4;4;10;19;2007
1434530;M;Urbana;NO;5;0;4;54;2001
1436172;M;Urbana;NO;1;3;14;72;2008
1434055;M;Urbana;NO;3;5;10;69;2008
1434626;F;No Urbana;NO;3;4;8;65;2012
1433872;M;No Urbana;NO;3;5;5;48;2004
80175465;F;No Urbana;NO;4;3;13;47;2010
1435610;F;No Urbana;NO;2;5;6;56;2002
80175455;M;Urbana;NO;1;3;0;64;1999
1436020;M;Urbana;NO;1;1;4;69;2002
80175340;M;Urbana;NO;1;5;0;62;2009
1434926;M;Urbana;NO;3;4;2;64;2006
1434350;M;Urbana;NO;0;4;3;57;2009
1434775;M;No Urbana;NO;5;3;5;62;2009
1433498;F;Urbana;NO;3;4;1;56;2001
1434739;M;Urbana;NO;4;3;6;76;2010
1434773;M;No Urbana;NO;0;2;4;50;2010
1433497;F;Urbana;NO;1;0;5;56;2006
1434736;M;No Urbana;NO;4;3;14;82;2002
1433817;M;Urbana;NO;2;0;9;76;2005
1434722;M;No Urbana;NO;3;4;6;66;1999
1435593;F;Urbana;NO;5;3;9;56;2001
1435592;F;Urbana;NO;0;3;10;56;2006
1433809;M;No Urbana;NO;5;4;11;69;2002
1435588;M;No Urbana;NO;4;3;8;49;2009
1434135;F;No Urbana;SI;3;4;5;59;2011
1433797;M;No Urbana;NO;0;3;6;81;2005
1433649;M;Urbana;NO;0;5;0;75;2007
1436094;F;No Urbana;NO;3;0;6;59;2011
1435408;F;Urbana;NO;0;5;10;59;2008
1435404;M;No Urbana;NO;5;1;7;54;2008
1434810;F;No Urbana;NO;5;0;13;47;2010
1433417;F;Urbana;NO;5;1;11;70;2010
80175453;M;Urbana;NO;4;2;8;64;2006
1434222;F;No Urbana;NO;2;0;3;37;2002
80175621;M;Urbana;NO;4;2;3;76;1994
80175312;F;No Urbana;NO;0;1;6;56;2002
1432702;M;Urbana;NO;0;2;0;82;2002
1433795;M;Urbana;NO;1;4;6;49;2009
1432697;M;Urbana;SI;4;4;11;76;2010
1433530;M;Urbana;NO;0;2;12;62;2002
80175557;M;Urbana;NO;1;3;15;47;1995
80175249;F;Urbana;NO;5;4;2;56;2010
1433399;F;Urbana;NO;2;2;9;79;2009
80174609;M;Urbana;NO;1;1;2;79;1996
1433402;F;No Urbana;NO;1;2;11;59;2008
80174611;M;Urbana;NO;4;3;11;79;2005
80174405;F;No Urbana;NO;0;2;8;56;2001
1432997;F;Urbana;NO;5;1;13;70;2004
80175655;M;Urbana;NO;4;2;7;62;2001
80175012;M;Urbana;NO;1;2;12;57;2009
80175556;F;No Urbana;NO;4;0;14;82;2009
80175182;M;No Urbana;NO;4;4;0;50;2001
80175490;F;Urbana;NO;1;2;5;82;2000
80175020;F;Urbana;NO;2;2;3;65;2012
80175620;F;No Urbana;NO;5;2;4;74;2009
80174920;F;Urbana;NO;0;0;6;59;2011
1433960;F;No Urbana;NO;3;0;7;58;2000
80174498;M;Urbana;NO;5;5;13;0;2001
1433955;M;No Urbana;NO;5;0;8;45;2011
80174406;F;Urbana;NO;1;1;4;56;2006
1432038;M;No Urbana;SI;1;4;5;76;2005
1434688;F;No Urbana;NO;0;2;3;68;2016
1434667;F;Urbana;NO;0;1;1;59;2006
80175060;F;No Urbana;NO;2;4;12;45;2010
80175116;M;No Urbana;NO;0;4;8;19;2007
80174700;F;No Urbana;NO;1;1;0;66;2008
1434331;F;No Urbana;NO;3;4;10;48;2010
80174837;F;No Urbana;NO;3;5;14;58;2000
80174693;M;Urbana;NO;2;1;5;45;2011
80175252;F;Urbana;NO;4;1;1;48;2010
80174702;M;No Urbana;NO;5;4;8;51;2011
1434707;M;Urbana;NO;4;0;4;64;1999
80174393;F;No Urbana;NO;0;1;7;59;2008
80174440;F;No Urbana;NO;2;2;1;79;2009
1435069;M;No Urbana;NO;3;0;10;76;2016
80175234;M;No Urbana;NO;4;1;12;54;2001
1430508;M;No Urbana;NO;4;5;2;76;2005
80172632;M;No Urbana;NO;1;2;8;62;2011
80172629;M;No Urbana;NO;1;0;3;47;1995
80174659;M;Urbana;NO;4;3;4;81;2005
80172953;F;Urbana;NO;5;2;8;56;2006
80174847;M;Urbana;NO;3;2;4;79;2003
80174845;M;Urbana;NO;1;5;8;69;2008
80174205;M;No Urbana;NO;0;5;10;85;2007
80173149;M;Urbana;NO;5;1;10;45;2011
80174235;M;Urbana;NO;0;4;12;45;1999
80172951;F;No Urbana;NO;0;4;14;56;2001
80174743;M;Urbana;NO;2;1;11;56;2011
80174731;F;No Urbana;NO;3;5;13;82;2004
80174593;M;No Urbana;NO;3;0;0;75;2007
80173264;M;Urbana;NO;1;4;6;49;2012
80172505;F;Urbana;NO;1;3;9;77;1999
80175315;M;Urbana;NO;4;1;5;41;2010
1430845;M;No Urbana;SI;2;4;6;44;2006
80174309;M;Urbana;NO;1;4;6;62;2002
80174308;F;Urbana;NO;1;5;8;82;2000
80173716;M;No Urbana;NO;0;1;6;69;2008
80173006;F;No Urbana;NO;0;3;4;82;2000
80174705;M;Urbana;NO;0;2;5;69;2002
1431873;M;No Urbana;NO;3;5;15;45;2011
80174651;F;No Urbana;NO;4;2;2;50;2012
80173012;F;Urbana;NO;4;0;13;79;2009
80173699;F;Urbana;NO;3;4;14;43;2011
80173567;M;No Urbana;NO;3;0;4;81;2005
80172906;M;Urbana;NO;3;5;5;76;2008
1430076;M;Urbana;NO;5;4;14;45;2011
80172507;F;No Urbana;NO;5;4;12;76;1999
80172918;M;No Urbana;NO;4;5;15;54;2008
80172478;M;Urbana;NO;3;5;15;39;1994
80172839;F;Urbana;NO;5;4;7;59;2008
80172848;M;Urbana;NO;3;2;4;50;2005
80174252;M;No Urbana;NO;1;3;8;55;2009
80173995;F;No Urbana;NO;2;1;0;56;2010
80172797;M;Urbana;NO;4;2;10;61;1992
80173482;M;No Urbana;NO;4;4;7;79;2005
80172671;F;No Urbana;NO;3;1;4;51;1994
80173481;M;No Urbana;NO;0;4;10;79;1996
80172362;F;No Urbana;NO;2;4;2;68;2006
80174039;F;Urbana;NO;2;0;0;47;2010
80174230;M;Urbana;NO;1;4;12;62;2009
80173918;F;Urbana;NO;1;5;15;69;2006
80172281;F;Urbana;NO;2;0;0;40;1996
80172534;F;No Urbana;NO;4;1;12;56;2008
1431165;M;No Urbana;SI;2;0;10;76;2010
80174064;M;No Urbana;NO;3;3;7;57;2009
1431194;M;Urbana;NO;5;2;15;82;2002
80172361;M;Urbana;NO;0;3;13;85;2007
80172275;M;Urbana;NO;4;2;15;62;2002
1430978;F;Urbana;SI;2;5;12;55;2011
80172172;F;Urbana;NO;3;2;0;55;2007
80174013;M;No Urbana;NO;0;5;11;19;2007
80172471;M;Urbana;NO;0;4;13;76;2013
80172337;M;No Urbana;NO;5;1;13;76;2005
80173028;M;No Urbana;NO;0;3;1;48;2004
80174024;F;Urbana;NO;0;3;15;45;2010
80173565;M;Urbana;NO;1;2;9;63;2002
80173959;M;No Urbana;NO;5;4;8;79;2002
